zone,state,lga,sector,ea,hhid,shock_cd,shock_other,s12q0,s12q1,s12q2,s12q3,s12q4a,s12q4b,s12q5_1,s12q5_2,s12q5_3,s12q5_4,s12q5_os,s12q6
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350061,6. Pests and Plant Diseases,,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350061,7. Death of livestock due to illness,,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350061,8. Post Harvest Loss,,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350061,9. Death of a household member (including all causes),,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350061,10. Diseases or injury of household member (including all causes),,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350061,11. Stopped receiving remittances sent to the household,,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350061,12. Loss of a regular job of a household member,,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350061,"13. Departure of a household member (Abandonment, separation, marriage)",,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350061,14. Loss of an important contract or default by a creditor,,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350061,"15. Nonfarm Business closure, failure or bankruptcy",,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350061,16. Loss of land,,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350061,17. Theft/looting of cash and other property,,2,1. YES,2,1. 2023,1. YES,1. YES,5. SOLD HOUSE OR LAND,6. ENGAGED IN ADDITIONAL INCOME GENERATING ACTIVITIES,10. BORROWED FROM MONEY LENDERS,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350061,18. Hijacking/robbery/assault of a household member,,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350061,19. Kidnapping/Abduction for ransom,,2,1. YES,2,2. 2024,1. YES,1. YES,1. SALE OF HOUSEHOLD ASSETS/DURABLE GOODS,2. SALE OF PRODUCTIVE ASSETS (AG AND NO-AG) (EXCLUDING HOUSE OR LAND),3. SALE OF CATTLE OR OTHER LARGE-SIZED LIVESTOCK,9. BORROWED FROM FRIENDS & FAMILY,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350061,20. Domestic violence,,2,1. YES,1,2. 2024,1. YES,2. NO,22. DID NOTHING,,,,,1. DIDN'T HAVE THE RESOURCES TO DO ANYTHING
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350061,"21. Withdraw of assistance (government, NGO, or other organizations)",,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350061,22. Increase in price of farming/business inputs (excluding petrol and other fuels),,2,1. YES,2,2. 2024,1. YES,1. YES,6. ENGAGED IN ADDITIONAL INCOME GENERATING ACTIVITIES,9. BORROWED FROM FRIENDS & FAMILY,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350061,23. Fall in the price of farming/business output,,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350061,24. Increase in price of major food items usually consumed by the household,,2,1. YES,2,2. 2024,1. YES,1. YES,16. REDUCED NON-FOOD CONSUMPTION INCLUDING HEALTH AND EDUCATION,15. REDUCED FOOD CONSUMPTION,25. REDUCED PURCHASE QUANTITY COMPARED TO THE PAST,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350061,25. Increase in price of oil and fuel,,2,1. YES,2,1. 2023,1. YES,1. YES,27. USED MORE PUBLICÂ TRANSPORTATION,26. REDUCED FREQUENCY OF OWN VEHICLE/GENERATOR USE,15. REDUCED FOOD CONSUMPTION,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350061,"26. Increase in prices of other fuels (excluding petrol) (e.g. cooking gas, kerosene, firewood, charcoal)",,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350061,27. Shortage/scarcity of petrol,,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350061,28. Dwelling/farm buildings/business facilities damaged or demolished,,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350061,96. Other (specify),,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350062,1. Floods,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350062,2. Irregular rains (including unexpected variation in timing and rainfall amount),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350062,3. Droughts,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350062,4. Fire,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350062,5. Very high temperatures (&gt;40Â°C),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350062,6. Pests and Plant Diseases,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350062,7. Death of livestock due to illness,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350062,8. Post Harvest Loss,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350062,9. Death of a household member (including all causes),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350062,10. Diseases or injury of household member (including all causes),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350062,11. Stopped receiving remittances sent to the household,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350062,12. Loss of a regular job of a household member,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350062,"13. Departure of a household member (Abandonment, separation, marriage)",,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350062,14. Loss of an important contract or default by a creditor,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350062,"15. Nonfarm Business closure, failure or bankruptcy",,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350062,16. Loss of land,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350062,17. Theft/looting of cash and other property,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350062,18. Hijacking/robbery/assault of a household member,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350062,19. Kidnapping/Abduction for ransom,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350062,20. Domestic violence,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350062,"21. Withdraw of assistance (government, NGO, or other organizations)",,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350062,22. Increase in price of farming/business inputs (excluding petrol and other fuels),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350062,23. Fall in the price of farming/business output,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350062,24. Increase in price of major food items usually consumed by the household,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350062,25. Increase in price of oil and fuel,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350062,"26. Increase in prices of other fuels (excluding petrol) (e.g. cooking gas, kerosene, firewood, charcoal)",,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350062,27. Shortage/scarcity of petrol,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350062,28. Dwelling/farm buildings/business facilities damaged or demolished,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350062,96. Other (specify),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350063,1. Floods,,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350063,2. Irregular rains (including unexpected variation in timing and rainfall amount),,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350063,3. Droughts,,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350063,4. Fire,,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350063,5. Very high temperatures (&gt;40Â°C),,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350063,6. Pests and Plant Diseases,,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350063,7. Death of livestock due to illness,,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350063,8. Post Harvest Loss,,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350063,9. Death of a household member (including all causes),,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350063,10. Diseases or injury of household member (including all causes),,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350063,11. Stopped receiving remittances sent to the household,,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350063,12. Loss of a regular job of a household member,,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350063,"13. Departure of a household member (Abandonment, separation, marriage)",,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350063,14. Loss of an important contract or default by a creditor,,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350063,"15. Nonfarm Business closure, failure or bankruptcy",,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350063,16. Loss of land,,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350063,17. Theft/looting of cash and other property,,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350063,18. Hijacking/robbery/assault of a household member,,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350063,19. Kidnapping/Abduction for ransom,,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350063,20. Domestic violence,,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350063,"21. Withdraw of assistance (government, NGO, or other organizations)",,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350063,22. Increase in price of farming/business inputs (excluding petrol and other fuels),,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350063,23. Fall in the price of farming/business output,,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350063,24. Increase in price of major food items usually consumed by the household,,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350063,25. Increase in price of oil and fuel,,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350063,"26. Increase in prices of other fuels (excluding petrol) (e.g. cooking gas, kerosene, firewood, charcoal)",,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350063,27. Shortage/scarcity of petrol,,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350063,28. Dwelling/farm buildings/business facilities damaged or demolished,,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350063,96. Other (specify),,2,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350064,1. Floods,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350064,2. Irregular rains (including unexpected variation in timing and rainfall amount),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350064,3. Droughts,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350064,4. Fire,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350064,5. Very high temperatures (&gt;40Â°C),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350064,6. Pests and Plant Diseases,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350064,7. Death of livestock due to illness,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350064,8. Post Harvest Loss,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350064,9. Death of a household member (including all causes),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350064,10. Diseases or injury of household member (including all causes),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350064,11. Stopped receiving remittances sent to the household,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350064,12. Loss of a regular job of a household member,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350064,"13. Departure of a household member (Abandonment, separation, marriage)",,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350064,14. Loss of an important contract or default by a creditor,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350064,"15. Nonfarm Business closure, failure or bankruptcy",,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350064,16. Loss of land,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350064,17. Theft/looting of cash and other property,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350064,18. Hijacking/robbery/assault of a household member,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350064,19. Kidnapping/Abduction for ransom,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350064,20. Domestic violence,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350064,"21. Withdraw of assistance (government, NGO, or other organizations)",,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350064,22. Increase in price of farming/business inputs (excluding petrol and other fuels),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350064,23. Fall in the price of farming/business output,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350064,24. Increase in price of major food items usually consumed by the household,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350064,25. Increase in price of oil and fuel,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350064,"26. Increase in prices of other fuels (excluding petrol) (e.g. cooking gas, kerosene, firewood, charcoal)",,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350064,27. Shortage/scarcity of petrol,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350064,28. Dwelling/farm buildings/business facilities damaged or demolished,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350064,96. Other (specify),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350065,1. Floods,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350065,2. Irregular rains (including unexpected variation in timing and rainfall amount),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350065,3. Droughts,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350065,4. Fire,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350065,5. Very high temperatures (&gt;40Â°C),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350065,6. Pests and Plant Diseases,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350065,7. Death of livestock due to illness,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350065,8. Post Harvest Loss,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350065,9. Death of a household member (including all causes),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350065,10. Diseases or injury of household member (including all causes),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350065,11. Stopped receiving remittances sent to the household,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350065,12. Loss of a regular job of a household member,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350065,"13. Departure of a household member (Abandonment, separation, marriage)",,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350065,14. Loss of an important contract or default by a creditor,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350065,"15. Nonfarm Business closure, failure or bankruptcy",,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350065,16. Loss of land,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350065,17. Theft/looting of cash and other property,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350065,18. Hijacking/robbery/assault of a household member,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350065,19. Kidnapping/Abduction for ransom,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350065,20. Domestic violence,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350065,"21. Withdraw of assistance (government, NGO, or other organizations)",,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350065,22. Increase in price of farming/business inputs (excluding petrol and other fuels),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350065,23. Fall in the price of farming/business output,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350065,24. Increase in price of major food items usually consumed by the household,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350065,25. Increase in price of oil and fuel,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350065,"26. Increase in prices of other fuels (excluding petrol) (e.g. cooking gas, kerosene, firewood, charcoal)",,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350065,27. Shortage/scarcity of petrol,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350065,28. Dwelling/farm buildings/business facilities damaged or demolished,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350065,96. Other (specify),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350066,1. Floods,,1,1. YES,2,1. 2023,1. YES,1. YES,24. SENT CHILDREN TO LIVE ELSEWHERE,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350066,2. Irregular rains (including unexpected variation in timing and rainfall amount),,1,1. YES,1,1. 2023,1. YES,1. YES,4. SALE OF CROP STOCK/FOODSTOCK,3. SALE OF CATTLE OR OTHER LARGE-SIZED LIVESTOCK,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350066,3. Droughts,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350066,4. Fire,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350066,5. Very high temperatures (&gt;40Â°C),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350066,6. Pests and Plant Diseases,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350066,7. Death of livestock due to illness,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350066,8. Post Harvest Loss,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350066,9. Death of a household member (including all causes),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350066,10. Diseases or injury of household member (including all causes),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350066,11. Stopped receiving remittances sent to the household,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350066,12. Loss of a regular job of a household member,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350066,"13. Departure of a household member (Abandonment, separation, marriage)",,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350066,14. Loss of an important contract or default by a creditor,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350066,"15. Nonfarm Business closure, failure or bankruptcy",,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350066,16. Loss of land,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350066,17. Theft/looting of cash and other property,,1,1. YES,2,2. 2024,1. YES,1. YES,2. SALE OF PRODUCTIVE ASSETS (AG AND NO-AG) (EXCLUDING HOUSE OR LAND),1. SALE OF HOUSEHOLD ASSETS/DURABLE GOODS,3. SALE OF CATTLE OR OTHER LARGE-SIZED LIVESTOCK,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350066,18. Hijacking/robbery/assault of a household member,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350066,19. Kidnapping/Abduction for ransom,,1,1. YES,2,2. 2024,1. YES,1. YES,9. BORROWED FROM FRIENDS & FAMILY,4. SALE OF CROP STOCK/FOODSTOCK,3. SALE OF CATTLE OR OTHER LARGE-SIZED LIVESTOCK,2. SALE OF PRODUCTIVE ASSETS (AG AND NO-AG) (EXCLUDING HOUSE OR LAND),,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350066,20. Domestic violence,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350066,"21. Withdraw of assistance (government, NGO, or other organizations)",,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350066,22. Increase in price of farming/business inputs (excluding petrol and other fuels),,1,1. YES,2,1. 2023,1. YES,1. YES,6. ENGAGED IN ADDITIONAL INCOME GENERATING ACTIVITIES,8. RECEIVED ASSISTANCE FROM FRIENDS & FAMILY,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350066,23. Fall in the price of farming/business output,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350066,24. Increase in price of major food items usually consumed by the household,,1,1. YES,2,2. 2024,1. YES,1. YES,16. REDUCED NON-FOOD CONSUMPTION INCLUDING HEALTH AND EDUCATION,15. REDUCED FOOD CONSUMPTION,25. REDUCED PURCHASE QUANTITY COMPARED TO THE PAST,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350066,25. Increase in price of oil and fuel,,1,1. YES,2,1. 2023,1. YES,1. YES,27. USED MORE PUBLICÂ TRANSPORTATION,26. REDUCED FREQUENCY OF OWN VEHICLE/GENERATOR USE,25. REDUCED PURCHASE QUANTITY COMPARED TO THE PAST,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350066,"26. Increase in prices of other fuels (excluding petrol) (e.g. cooking gas, kerosene, firewood, charcoal)",,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350066,27. Shortage/scarcity of petrol,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350066,28. Dwelling/farm buildings/business facilities damaged or demolished,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350066,96. Other (specify),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350067,1. Floods,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350067,2. Irregular rains (including unexpected variation in timing and rainfall amount),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350067,3. Droughts,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350067,4. Fire,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350067,5. Very high temperatures (&gt;40Â°C),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350067,6. Pests and Plant Diseases,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350067,7. Death of livestock due to illness,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350067,8. Post Harvest Loss,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350067,9. Death of a household member (including all causes),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350067,10. Diseases or injury of household member (including all causes),,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350067,11. Stopped receiving remittances sent to the household,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350067,12. Loss of a regular job of a household member,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350067,"13. Departure of a household member (Abandonment, separation, marriage)",,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350067,14. Loss of an important contract or default by a creditor,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350067,"15. Nonfarm Business closure, failure or bankruptcy",,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350067,16. Loss of land,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350067,17. Theft/looting of cash and other property,,1,2. NO,,,,,,,,,,
2. North East,35. Yobe,3513. NGURU,2. RURAL,576,350067,18. Hijacking/robbery/assault of a household member,,1,2. NO,,,,,,,,,,
